order_date,ship_date,ship_mode,customer_id,segment,city,state,region,product_id,category,subcategory,sales,quantity,discount,profit
2015-04-25,2015-04-30,Standard Class,TS-21655,Consumer,Milwaukee,Wisconsin,Central,OFF-AR-10000658,Office Supplies,Art,57.75,5,0.0,16.17
2015-04-25,2015-04-30,Standard Class,TS-21655,Consumer,Milwaukee,Wisconsin,Central,OFF-AP-10001205,Office Supplies,Appliances,272.4,5,0.0,76.272
2016-09-23,2016-09-26,Second Class,JS-15940,Home Office,Lancaster,Ohio,East,OFF-PA-10002586,Office Supplies,Paper,11.952,3,0.2,4.0338
2016-09-23,2016-09-26,Second Class,JS-15940,Home Office,Lancaster,Ohio,East,FUR-FU-10004963,Furniture,Furnishings,28.0,4,0.2,7.7
2016-09-23,2016-09-26,Second Class,JS-15940,Home Office,Lancaster,Ohio,East,OFF-BI-10002071,Office Supplies,Binders,12.201,7,0.7,-9.7608
2016-08-18,2016-08-20,First Class,NF-18385,Consumer,Edinburg,Texas,Central,OFF-BI-10001617,Office Supplies,Binders,2.068,1,0.8,-3.4122
2016-08-18,2016-08-20,First Class,NF-18385,Consumer,Edinburg,Texas,Central,OFF-PA-10004665,Office Supplies,Paper,83.84,8,0.2,30.392
2014-03-02,2014-03-08,Standard Class,KN-16705,Home Office,New York City,New York,East,OFF-EN-10001990,Office Supplies,Envelopes,11.36,2,0.0,5.3392
2014-03-02,2014-03-08,Standard Class,KN-16705,Home Office,New York City,New York,East,OFF-PA-10000587,Office Supplies,Paper,36.4,5,0.0,17.472
2014-12-30,2015-01-03,Standard Class,GA-14725,Consumer,Philadelphia,Pennsylvania,East,TEC-AC-10004859,Technology,Accessories,27.968,2,0.2,6.992
2015-04-10,2015-04-16,Standard Class,EH-14125,Home Office,Rochester,New York,East,OFF-ST-10001476,Office Supplies,Storage,142.04,4,0.0,38.3508
2015-04-10,2015-04-16,Standard Class,EH-14125,Home Office,Rochester,New York,East,OFF-AR-10002804,Office Supplies,Art,14.67,3,0.0,6.0147
2015-12-25,2015-12-30,Second Class,RA-19285,Consumer,San Diego,California,West,TEC-CO-10004202,Technology,Copiers,1199.96,5,0.2,224.9925
2015-12-25,2015-12-30,Second Class,RA-19285,Consumer,San Diego,California,West,OFF-PA-10001307,Office Supplies,Paper,12.6,3,0.0,6.174
2015-12-25,2015-12-30,Second Class,RA-19285,Consumer,San Diego,California,West,OFF-PA-10001667,Office Supplies,Paper,17.94,3,0.0,8.073
2015-04-05,2015-04-07,First Class,TT-21070,Consumer,Philadelphia,Pennsylvania,East,OFF-LA-10001569,Office Supplies,Labels,23.904,6,0.2,7.7688
2015-01-17,2015-01-23,Standard Class,AH-10465,Consumer,Bartlett,Tennessee,South,OFF-SU-10000898,Office Supplies,Supplies,88.96,8,0.2,10.008
2017-05-20,2017-05-24,Standard Class,CC-12430,Home Office,Lakewood,California,West,FUR-CH-10000225,Furniture,Chairs,518.272,8,0.2,-97.176
2017-05-20,2017-05-24,Standard Class,CC-12430,Home Office,Lakewood,California,West,FUR-FU-10002191,Furniture,Furnishings,6.98,1,0.0,3.3504
2017-05-20,2017-05-24,Standard Class,CC-12430,Home Office,Lakewood,California,West,TEC-MA-10003176,Technology,Machines,343.2,1,0.2,38.61
2017-08-13,2017-08-20,Standard Class,KD-16495,Corporate,Philadelphia,Pennsylvania,East,OFF-LA-10004093,Office Supplies,Labels,17.544,3,0.2,5.9211
2015-12-31,2016-01-04,Standard Class,BG-11035,Consumer,Austin,Texas,Central,OFF-ST-10000025,Office Supplies,Storage,152.688,2,0.2,-26.7204
2015-12-31,2016-01-04,Standard Class,BG-11035,Consumer,Austin,Texas,Central,OFF-FA-10001561,Office Supplies,Fasteners,3.488,2,0.2,0.5668
2015-12-31,2016-01-04,Standard Class,BG-11035,Consumer,Austin,Texas,Central,OFF-SU-10001225,Office Supplies,Supplies,5.888,2,0.2,-1.3248
2017-12-25,2017-12-29,Standard Class,FH-14365,Corporate,Los Angeles,California,West,OFF-BI-10001718,Office Supplies,Binders,153.552,3,0.2,51.8238
2017-12-25,2017-12-29,Standard Class,FH-14365,Corporate,Los Angeles,California,West,OFF-ST-10002756,Office Supplies,Storage,270.62,2,0.0,2.7062
2016-09-01,2016-09-07,Standard Class,PG-18820,Consumer,New York City,New York,East,TEC-AC-10001432,Technology,Accessories,468.9,6,0.0,206.316
2016-09-01,2016-09-07,Standard Class,PG-18820,Consumer,New York City,New York,East,TEC-AC-10003399,Technology,Accessories,72.48,2,0.0,30.4416
2016-09-01,2016-09-07,Standard Class,PG-18820,Consumer,New York City,New York,East,OFF-SU-10001574,Office Supplies,Supplies,10.95,3,0.0,3.285
2016-09-01,2016-09-07,Standard Class,PG-18820,Consumer,New York City,New York,East,FUR-FU-10004864,Furniture,Furnishings,191.82,3,0.0,61.3824
2017-08-05,2017-08-08,First Class,NZ-18565,Home Office,Houston,Texas,Central,OFF-ST-10001172,Office Supplies,Storage,151.056,9,0.2,7.5528
2014-02-18,2014-02-18,Same Day,TB-21595,Consumer,Lubbock,Texas,Central,FUR-FU-10002396,Furniture,Furnishings,25.16,5,0.6,-11.322
2016-11-22,2016-11-27,Standard Class,JE-15475,Consumer,Houston,Texas,Central,OFF-BI-10004040,Office Supplies,Binders,6.216,6,0.8,-9.6348
2016-11-22,2016-11-27,Standard Class,JE-15475,Consumer,Houston,Texas,Central,OFF-AR-10003481,Office Supplies,Art,23.616,9,0.2,2.6568
2016-11-22,2016-11-27,Standard Class,JE-15475,Consumer,Houston,Texas,Central,TEC-AC-10000387,Technology,Accessories,24.032,2,0.2,-0.6008
2016-11-22,2016-11-27,Standard Class,JE-15475,Consumer,Houston,Texas,Central,OFF-LA-10000262,Office Supplies,Labels,2.088,1,0.2,0.6786
2016-11-22,2016-11-27,Standard Class,JE-15475,Consumer,Houston,Texas,Central,OFF-BI-10003196,Office Supplies,Binders,4.488,6,0.8,-6.732
2015-12-14,2015-12-18,Standard Class,EH-13945,Consumer,Costa Mesa,California,West,FUR-FU-10004351,Furniture,Furnishings,29.22,3,0.0,12.8568
2015-06-13,2015-06-17,Standard Class,BF-10975,Corporate,Roswell,Georgia,South,OFF-PA-10001870,Office Supplies,Paper,6.48,1,0.0,3.1104
2017-12-28,2017-12-31,Second Class,PC-18745,Corporate,Loveland,Colorado,West,OFF-BI-10002813,Office Supplies,Binders,1.188,2,0.7,-0.99
2017-09-20,2017-09-26,Standard Class,SV-20365,Consumer,New York City,New York,East,FUR-CH-10003846,Furniture,Chairs,272.646,3,0.1,18.1764
2017-09-20,2017-09-26,Standard Class,SV-20365,Consumer,New York City,New York,East,TEC-AC-10002647,Technology,Accessories,212.8,2,0.0,95.76
2017-09-20,2017-09-26,Standard Class,SV-20365,Consumer,New York City,New York,East,OFF-PA-10000807,Office Supplies,Paper,38.52,9,0.0,18.1044
2017-09-20,2017-09-26,Standard Class,SV-20365,Consumer,New York City,New York,East,TEC-AC-10001465,Technology,Accessories,72.64,2,0.0,21.792
2017-09-20,2017-09-26,Standard Class,SV-20365,Consumer,New York City,New York,East,OFF-ST-10000615,Office Supplies,Storage,45.4,4,0.0,12.712
2017-09-20,2017-09-26,Standard Class,SV-20365,Consumer,New York City,New York,East,OFF-PA-10002713,Office Supplies,Paper,13.76,2,0.0,6.3296
2017-09-20,2017-09-26,Standard Class,SV-20365,Consumer,New York City,New York,East,FUR-CH-10003061,Furniture,Chairs,80.991,1,0.1,8.0991
2017-09-20,2017-09-26,Standard Class,SV-20365,Consumer,New York City,New York,East,OFF-BI-10000343,Office Supplies,Binders,11.784,3,0.2,3.9771
2017-09-20,2017-09-26,Standard Class,SV-20365,Consumer,New York City,New York,East,OFF-FA-10000304,Office Supplies,Fasteners,4.36,2,0.0,1.7876
2017-09-20,2017-09-26,Standard Class,SV-20365,Consumer,New York City,New York,East,FUR-CH-10004086,Furniture,Chairs,2888.127,11,0.1,609.7157
2017-09-20,2017-09-26,Standard Class,SV-20365,Consumer,New York City,New York,East,TEC-PH-10002885,Technology,Phones,1299.66,2,0.0,350.9082
2017-09-20,2017-09-26,Standard Class,SV-20365,Consumer,New York City,New York,East,FUR-CH-10001215,Furniture,Chairs,2254.41,5,0.1,375.735
2017-09-20,2017-09-26,Standard Class,SV-20365,Consumer,New York City,New York,East,TEC-PH-10000215,Technology,Phones,104.85,3,0.0,28.3095
2017-09-20,2017-09-26,Standard Class,SV-20365,Consumer,New York City,New York,East,TEC-AC-10001998,Technology,Accessories,59.97,3,0.0,20.3898
2017-08-22,2017-08-24,First Class,Dp-13240,Home Office,Philadelphia,Pennsylvania,East,FUR-TA-10002356,Furniture,Tables,314.532,2,0.4,-83.8752
2015-06-18,2015-06-22,Standard Class,HR-14830,Corporate,Miami,Florida,South,OFF-AR-10002399,Office Supplies,Art,13.632,4,0.2,3.5784
2014-12-20,2014-12-25,Standard Class,WB-21850,Consumer,Grand Prairie,Texas,Central,OFF-AP-10001563,Office Supplies,Appliances,19.432,2,0.8,-49.5516
2014-12-20,2014-12-25,Standard Class,WB-21850,Consumer,Grand Prairie,Texas,Central,TEC-AC-10004510,Technology,Accessories,65.44,5,0.2,-8.18
2016-09-11,2016-09-16,Standard Class,AS-10090,Consumer,Chicago,Illinois,Central,OFF-LA-10001982,Office Supplies,Labels,6.0,2,0.2,2.1
2016-09-11,2016-09-16,Standard Class,AS-10090,Consumer,Chicago,Illinois,Central,OFF-BI-10004141,Office Supplies,Binders,1.908,3,0.8,-3.2436
2016-11-12,2016-11-16,Standard Class,SP-20920,Consumer,Parma,Ohio,East,FUR-CH-10004495,Furniture,Chairs,1474.802,7,0.3,-21.0686
2016-11-12,2016-11-16,Standard Class,SP-20920,Consumer,Parma,Ohio,East,OFF-AP-10002311,Office Supplies,Appliances,110.096,2,0.2,33.0288
2016-11-12,2016-11-16,Standard Class,SP-20920,Consumer,Parma,Ohio,East,OFF-FA-10000585,Office Supplies,Fasteners,16.752,6,0.2,5.4444
2016-11-12,2016-11-16,Standard Class,SP-20920,Consumer,Parma,Ohio,East,FUR-CH-10000454,Furniture,Chairs,1537.074,9,0.3,0.0
2016-11-12,2016-11-16,Standard Class,SP-20920,Consumer,Parma,Ohio,East,FUR-CH-10003746,Furniture,Chairs,449.372,2,0.3,-12.8392
2016-03-14,2016-03-20,Standard Class,SP-20650,Corporate,Redwood City,California,West,OFF-BI-10003291,Office Supplies,Binders,41.904,6,0.2,14.1426
2016-11-13,2016-11-19,Standard Class,CM-12655,Home Office,New York City,New York,East,TEC-PH-10002114,Technology,Phones,2279.96,4,0.0,592.7896
2016-11-13,2016-11-19,Standard Class,CM-12655,Home Office,New York City,New York,East,OFF-LA-10001569,Office Supplies,Labels,14.94,3,0.0,6.8724
2017-09-19,2017-09-25,Standard Class,JR-16210,Corporate,Springfield,Oregon,West,TEC-PH-10001425,Technology,Phones,191.976,3,0.2,19.1976
2017-09-19,2017-09-25,Standard Class,JR-16210,Corporate,Springfield,Oregon,West,OFF-AR-10001915,Office Supplies,Art,23.832,3,0.2,6.5538
2017-09-19,2017-09-25,Standard Class,JR-16210,Corporate,Springfield,Oregon,West,FUR-FU-10004864,Furniture,Furnishings,409.216,8,0.2,61.3824
2017-09-19,2017-09-25,Standard Class,JR-16210,Corporate,Springfield,Oregon,West,FUR-BO-10001972,Furniture,Bookcases,72.588,2,0.7,-128.2388
2017-12-04,2017-12-09,Standard Class,CB-12415,Consumer,Chicago,Illinois,Central,OFF-ST-10000532,Office Supplies,Storage,61.568,2,0.2,4.6176
2015-08-31,2015-09-05,Standard Class,SD-20485,Home Office,Bedford,Texas,Central,OFF-PA-10003883,Office Supplies,Paper,20.96,4,0.2,6.812
2017-06-03,2017-06-07,Standard Class,SS-20140,Corporate,Los Angeles,California,West,TEC-AC-10003038,Technology,Accessories,44.75,5,0.0,8.5025
2017-06-03,2017-06-07,Standard Class,SS-20140,Corporate,Los Angeles,California,West,OFF-PA-10001593,Office Supplies,Paper,11.96,2,0.0,5.382
2017-06-03,2017-06-07,Standard Class,SS-20140,Corporate,Los Angeles,California,West,OFF-BI-10002049,Office Supplies,Binders,3.912,1,0.2,1.2714
2016-03-31,2016-04-06,Standard Class,EH-13990,Consumer,New York City,New York,East,FUR-CH-10003817,Furniture,Chairs,327.996,6,0.1,54.666
2014-10-25,2014-10-28,First Class,AH-10030,Corporate,San Francisco,California,West,OFF-BI-10002353,Office Supplies,Binders,49.408,4,0.2,18.528
2017-03-26,2017-04-02,Standard Class,EM-14200,Home Office,Virginia Beach,Virginia,South,TEC-AC-10003116,Technology,Accessories,53.25,3,0.0,20.7675
2017-03-26,2017-04-02,Standard Class,EM-14200,Home Office,Virginia Beach,Virginia,South,OFF-FA-10003021,Office Supplies,Fasteners,3.76,2,0.0,1.316
2014-12-27,2014-12-31,Standard Class,TB-21190,Home Office,New York City,New York,East,FUR-CH-10004477,Furniture,Chairs,767.214,14,0.1,161.9674
2017-09-15,2017-09-20,Standard Class,AB-10165,Consumer,Lebanon,Tennessee,South,OFF-PA-10001033,Office Supplies,Paper,163.96,5,0.2,59.4355
2016-08-16,2016-08-19,First Class,AO-10810,Corporate,Los Angeles,California,West,FUR-TA-10004152,Furniture,Tables,161.28,2,0.2,12.096
2016-11-04,2016-11-04,Same Day,TT-21220,Consumer,Chula Vista,California,West,OFF-AR-10002135,Office Supplies,Art,192.8,4,0.0,55.912
2015-10-18,2015-10-22,Standard Class,KN-16705,Home Office,Mcallen,Texas,Central,TEC-AC-10000521,Technology,Accessories,27.696,3,0.2,3.462
2015-10-18,2015-10-22,Standard Class,KN-16705,Home Office,Mcallen,Texas,Central,OFF-AP-10000026,Office Supplies,Appliances,73.164,6,0.8,-186.5682
2016-10-31,2016-11-04,Second Class,FO-14305,Consumer,Hollywood,Florida,South,OFF-PA-10002986,Office Supplies,Paper,32.064,6,0.2,11.2224
2014-03-30,2014-04-04,Standard Class,GA-14725,Consumer,San Francisco,California,West,FUR-BO-10001337,Furniture,Bookcases,205.666,2,0.15,-12.098
2015-04-18,2015-04-20,First Class,NC-18415,Consumer,Santa Maria,California,West,OFF-ST-10000532,Office Supplies,Storage,115.44,3,0.0,30.0144
2017-07-09,2017-07-15,Standard Class,JF-15190,Consumer,Manchester,Connecticut,East,OFF-PA-10001497,Office Supplies,Paper,274.8,5,0.0,134.652
2017-07-09,2017-07-15,Standard Class,JF-15190,Consumer,Manchester,Connecticut,East,OFF-ST-10002554,Office Supplies,Storage,195.64,4,0.0,3.9128
2017-07-09,2017-07-15,Standard Class,JF-15190,Consumer,Manchester,Connecticut,East,TEC-PH-10001336,Technology,Phones,257.98,2,0.0,74.8142
2017-07-09,2017-07-15,Standard Class,JF-15190,Consumer,Manchester,Connecticut,East,OFF-AR-10002987,Office Supplies,Art,119.04,6,0.0,48.8064
2017-06-27,2017-07-01,Standard Class,GT-14710,Consumer,Omaha,Nebraska,Central,OFF-PA-10000575,Office Supplies,Paper,20.07,3,0.0,9.2322
2014-12-22,2014-12-26,Standard Class,KM-16660,Consumer,San Jose,California,West,OFF-AR-10003394,Office Supplies,Art,11.76,4,0.0,3.1752
2017-11-21,2017-11-25,Standard Class,PJ-18835,Corporate,San Francisco,California,West,OFF-AR-10003394,Office Supplies,Art,11.76,4,0.0,3.1752
2017-11-21,2017-11-25,Standard Class,PJ-18835,Corporate,San Francisco,California,West,OFF-BI-10001191,Office Supplies,Binders,40.736,2,0.2,14.7668
2016-06-27,2016-06-29,Second Class,AC-10660,Consumer,San Francisco,California,West,TEC-PH-10003484,Technology,Phones,201.584,2,0.2,12.599
2017-12-28,2017-12-31,First Class,JG-15310,Corporate,Long Beach,California,West,FUR-CH-10003968,Furniture,Chairs,340.704,6,0.2,-34.0704
2016-04-08,2016-04-11,First Class,RM-19375,Consumer,Columbus,Georgia,South,FUR-BO-10001608,Furniture,Bookcases,354.9,5,0.0,88.725
2014-03-18,2014-03-21,Second Class,EK-13795,Home Office,San Francisco,California,West,FUR-BO-10004218,Furniture,Bookcases,1198.33,10,0.15,70.49
2017-07-03,2017-07-08,Standard Class,RD-19585,Consumer,Los Angeles,California,West,OFF-ST-10002485,Office Supplies,Storage,87.92,4,0.0,0.8792
2017-04-20,2017-04-23,First Class,CV-12805,Corporate,Philadelphia,Pennsylvania,East,FUR-FU-10001876,Furniture,Furnishings,51.968,2,0.2,10.3936
2017-04-20,2017-04-23,First Class,CV-12805,Corporate,Philadelphia,Pennsylvania,East,OFF-ST-10002370,Office Supplies,Storage,51.336,3,0.2,5.7753
2017-04-20,2017-04-23,First Class,CV-12805,Corporate,Philadelphia,Pennsylvania,East,OFF-ST-10000142,Office Supplies,Storage,332.704,1,0.2,33.2704
2017-04-20,2017-04-23,First Class,CV-12805,Corporate,Philadelphia,Pennsylvania,East,FUR-FU-10004671,Furniture,Furnishings,42.408,3,0.2,9.5418
2016-08-03,2016-08-05,Second Class,AG-10330,Consumer,Tulsa,Oklahoma,Central,OFF-EN-10002504,Office Supplies,Envelopes,81.54,3,0.0,38.3238
2016-08-03,2016-08-05,Second Class,AG-10330,Consumer,Tulsa,Oklahoma,Central,TEC-AC-10004803,Technology,Accessories,167.28,12,0.0,23.4192
2016-12-03,2016-12-09,Standard Class,GM-14440,Consumer,Los Angeles,California,West,OFF-ST-10001932,Office Supplies,Storage,772.68,4,0.0,108.1752
2014-03-19,2014-03-21,First Class,MC-17605,Corporate,Lakeland,Florida,South,TEC-PH-10004667,Technology,Phones,323.976,3,0.2,28.3479
2014-03-19,2014-03-21,First Class,MC-17605,Corporate,Lakeland,Florida,South,OFF-LA-10000443,Office Supplies,Labels,11.808,4,0.2,3.9852
2014-03-19,2014-03-21,First Class,MC-17605,Corporate,Lakeland,Florida,South,OFF-ST-10000918,Office Supplies,Storage,26.16,3,0.2,1.962
2014-03-19,2014-03-21,First Class,MC-17605,Corporate,Lakeland,Florida,South,OFF-BI-10001196,Office Supplies,Binders,33.57,5,0.7,-25.737
2014-03-19,2014-03-21,First Class,MC-17605,Corporate,Lakeland,Florida,South,FUR-FU-10003981,Furniture,Furnishings,4.992,3,0.2,1.3728
2014-03-19,2014-03-21,First Class,MC-17605,Corporate,Lakeland,Florida,South,FUR-FU-10002508,Furniture,Furnishings,20.016,3,0.2,5.5044
2014-03-19,2014-03-21,First Class,MC-17605,Corporate,Lakeland,Florida,South,TEC-AC-10002647,Technology,Accessories,170.24,2,0.2,53.2
2015-04-20,2015-04-25,Standard Class,ES-14020,Consumer,Houston,Texas,Central,OFF-PA-10002377,Office Supplies,Paper,117.456,3,0.2,44.046
2015-09-19,2015-09-22,Second Class,RW-19540,Corporate,Los Angeles,California,West,OFF-PA-10004530,Office Supplies,Paper,22.96,2,0.0,11.2504
2014-08-27,2014-08-30,Second Class,MM-17920,Consumer,Springfield,Virginia,South,OFF-PA-10002986,Office Supplies,Paper,13.36,2,0.0,6.4128
2016-12-19,2016-12-24,Second Class,MH-17440,Corporate,New York City,New York,East,OFF-BI-10000948,Office Supplies,Binders,34.248,3,0.2,11.5587
2016-12-19,2016-12-24,Second Class,MH-17440,Corporate,New York City,New York,East,OFF-AR-10001545,Office Supplies,Art,3.52,2,0.0,1.0208
2014-08-02,2014-08-08,Standard Class,NZ-18565,Home Office,Springfield,Missouri,Central,OFF-BI-10001758,Office Supplies,Binders,26.7,5,0.0,12.549
2014-08-02,2014-08-08,Standard Class,NZ-18565,Home Office,Springfield,Missouri,Central,TEC-AC-10003237,Technology,Accessories,21.2,2,0.0,9.116
2014-08-02,2014-08-08,Standard Class,NZ-18565,Home Office,Springfield,Missouri,Central,OFF-ST-10002011,Office Supplies,Storage,838.38,2,0.0,226.3626
2015-09-21,2015-09-26,Standard Class,GB-14575,Consumer,Columbia,South Carolina,South,FUR-CH-10000309,Furniture,Chairs,1690.04,4,0.0,422.51
2015-09-21,2015-09-26,Standard Class,GB-14575,Consumer,Columbia,South Carolina,South,OFF-ST-10002444,Office Supplies,Storage,85.96,7,0.0,24.0688
2015-09-21,2015-09-26,Standard Class,GB-14575,Consumer,Columbia,South Carolina,South,OFF-EN-10001453,Office Supplies,Envelopes,121.96,2,0.0,57.3212
2015-09-21,2015-09-26,Standard Class,GB-14575,Consumer,Columbia,South Carolina,South,OFF-PA-10001801,Office Supplies,Paper,23.92,4,0.0,11.7208
2015-09-21,2015-09-26,Standard Class,GB-14575,Consumer,Columbia,South Carolina,South,OFF-ST-10000563,Office Supplies,Storage,63.96,2,0.0,6.396
2015-09-21,2015-09-26,Standard Class,GB-14575,Consumer,Columbia,South Carolina,South,TEC-PH-10000369,Technology,Phones,629.95,5,0.0,176.386
2015-09-21,2015-09-26,Standard Class,GB-14575,Consumer,Columbia,South Carolina,South,TEC-PH-10002538,Technology,Phones,113.73,3,0.0,32.9817
2015-09-21,2015-09-26,Standard Class,GB-14575,Consumer,Columbia,South Carolina,South,OFF-BI-10000050,Office Supplies,Binders,14.6,2,0.0,6.862
2015-09-21,2015-09-26,Standard Class,GB-14575,Consumer,Columbia,South Carolina,South,OFF-ST-10004186,Office Supplies,Storage,887.84,8,0.0,17.7568
2016-12-11,2016-12-13,First Class,DB-13270,Home Office,Portland,Oregon,West,FUR-CH-10004218,Furniture,Chairs,403.92,5,0.2,25.245
2015-08-07,2015-08-12,Standard Class,JK-15625,Consumer,Philadelphia,Pennsylvania,East,OFF-AR-10002952,Office Supplies,Art,106.8,10,0.2,10.68
2015-11-15,2015-11-17,First Class,MH-17785,Corporate,New York City,New York,East,OFF-ST-10003058,Office Supplies,Storage,70.95,3,0.0,20.5755
2015-11-15,2015-11-17,First Class,MH-17785,Corporate,New York City,New York,East,OFF-BI-10003963,Office Supplies,Binders,34.944,6,0.2,11.7936
2015-11-15,2015-11-17,First Class,MH-17785,Corporate,New York City,New York,East,OFF-AR-10001955,Office Supplies,Art,119.04,6,0.0,35.712
2017-04-04,2017-04-08,Standard Class,AM-10705,Consumer,Des Plaines,Illinois,Central,TEC-PH-10004345,Technology,Phones,383.84,4,0.2,47.98
2016-12-24,2016-12-28,Standard Class,JM-15535,Consumer,New York City,New York,East,FUR-FU-10003192,Furniture,Furnishings,799.56,9,0.0,207.8856
2017-12-13,2017-12-13,Same Day,MW-18220,Consumer,Seattle,Washington,West,OFF-ST-10001325,Office Supplies,Storage,31.44,3,0.0,8.4888
2017-12-22,2017-12-26,Standard Class,AG-10330,Consumer,Houston,Texas,Central,OFF-PA-10000019,Office Supplies,Paper,25.92,5,0.2,9.072
2017-12-22,2017-12-26,Standard Class,AG-10330,Consumer,Houston,Texas,Central,OFF-BI-10003429,Office Supplies,Binders,6.33,5,0.8,-9.8115
2017-12-22,2017-12-26,Standard Class,AG-10330,Consumer,Houston,Texas,Central,OFF-PA-10000176,Office Supplies,Paper,75.88,5,0.2,26.558
2017-10-21,2017-10-28,Standard Class,CM-12160,Consumer,Philadelphia,Pennsylvania,East,TEC-PH-10004165,Technology,Phones,329.988,2,0.4,-76.9972
2017-10-21,2017-10-28,Standard Class,CM-12160,Consumer,Philadelphia,Pennsylvania,East,OFF-ST-10000352,Office Supplies,Storage,71.376,3,0.2,-4.461
2015-11-13,2015-11-17,Standard Class,RA-19915,Consumer,Columbus,Indiana,Central,OFF-PA-10000726,Office Supplies,Paper,63.77,7,0.0,28.6965
2015-11-13,2015-11-17,Standard Class,RA-19915,Consumer,Columbus,Indiana,Central,TEC-PH-10001536,Technology,Phones,50.97,3,0.0,13.2522
2015-11-13,2015-11-17,Standard Class,RA-19915,Consumer,Columbus,Indiana,Central,OFF-PA-10001790,Office Supplies,Paper,96.08,2,0.0,46.1184
2015-04-16,2015-04-20,Standard Class,SB-20185,Consumer,Evanston,Illinois,Central,TEC-CO-10001766,Technology,Copiers,1439.968,4,0.2,485.9892
2015-04-16,2015-04-20,Standard Class,SB-20185,Consumer,Evanston,Illinois,Central,TEC-AC-10004396,Technology,Accessories,43.56,3,0.2,-4.9005
2016-12-16,2016-12-23,Standard Class,PK-19075,Consumer,Apple Valley,California,West,FUR-CH-10001708,Furniture,Chairs,563.92,5,0.2,7.049
2016-10-21,2016-10-27,Standard Class,SV-20935,Consumer,Columbus,Ohio,East,TEC-PH-10001305,Technology,Phones,235.152,8,0.4,-47.0304
2017-12-01,2017-12-03,First Class,MG-17650,Home Office,Marion,Ohio,East,FUR-FU-10002885,Furniture,Furnishings,7.712,2,0.2,1.7352
2016-10-20,2016-10-24,Second Class,CM-12445,Consumer,Houston,Texas,Central,OFF-PA-10000726,Office Supplies,Paper,51.016,7,0.2,15.9425
2016-10-20,2016-10-24,Second Class,CM-12445,Consumer,Houston,Texas,Central,OFF-FA-10003112,Office Supplies,Fasteners,25.248,4,0.2,7.89
2016-10-20,2016-10-24,Second Class,CM-12445,Consumer,Houston,Texas,Central,FUR-CH-10002372,Furniture,Chairs,56.686,1,0.3,-14.5764
2017-09-29,2017-10-03,Standard Class,ME-18010,Corporate,Marion,Ohio,East,OFF-ST-10000563,Office Supplies,Storage,51.168,2,0.2,-6.396
2017-08-18,2017-08-25,Standard Class,YS-21880,Corporate,Seattle,Washington,West,OFF-BI-10003925,Office Supplies,Binders,2793.528,9,0.2,942.8157
2017-08-18,2017-08-25,Standard Class,YS-21880,Corporate,Seattle,Washington,West,OFF-ST-10003306,Office Supplies,Storage,1000.02,7,0.0,290.0058
2017-08-18,2017-08-25,Standard Class,YS-21880,Corporate,Seattle,Washington,West,FUR-FU-10001475,Furniture,Furnishings,65.94,3,0.0,22.4196
2017-11-12,2017-11-16,Second Class,MB-17305,Consumer,Longview,Washington,West,OFF-FA-10003495,Office Supplies,Fasteners,18.24,3,0.0,9.12
2017-11-12,2017-11-16,Second Class,MB-17305,Consumer,Longview,Washington,West,OFF-AP-10004708,Office Supplies,Appliances,76.12,2,0.0,22.0748
2014-10-11,2014-10-15,Standard Class,AS-10240,Consumer,Redondo Beach,California,West,OFF-EN-10001219,Office Supplies,Envelopes,7.64,1,0.0,3.7436
2015-11-28,2015-12-03,Standard Class,MC-17425,Corporate,New York City,New York,East,FUR-FU-10000087,Furniture,Furnishings,68.16,3,0.0,27.9456
2015-11-28,2015-12-03,Standard Class,MC-17425,Corporate,New York City,New York,East,OFF-EN-10001539,Office Supplies,Envelopes,62.24,8,0.0,29.2528
2015-07-27,2015-08-02,Standard Class,PG-18820,Consumer,Louisville,Kentucky,South,TEC-PH-10004897,Technology,Phones,29.97,3,0.0,0.2997
2016-10-20,2016-10-26,Standard Class,JS-16030,Consumer,Trenton,Michigan,Central,TEC-PH-10001300,Technology,Phones,125.7,6,0.0,35.196
2016-10-20,2016-10-26,Standard Class,JS-16030,Consumer,Trenton,Michigan,Central,TEC-PH-10001557,Technology,Phones,191.98,2,0.0,51.8346
2016-10-20,2016-10-26,Standard Class,JS-16030,Consumer,Trenton,Michigan,Central,OFF-ST-10000617,Office Supplies,Storage,20.86,7,0.0,1.4602
2017-09-14,2017-09-18,Second Class,JB-16000,Consumer,Los Angeles,California,West,OFF-LA-10000121,Office Supplies,Labels,56.7,9,0.0,26.082
2017-12-23,2017-12-27,Standard Class,DK-12985,Consumer,Hendersonville,Tennessee,South,FUR-FU-10000087,Furniture,Furnishings,72.704,4,0.2,19.0848
2017-12-23,2017-12-27,Standard Class,DK-12985,Consumer,Hendersonville,Tennessee,South,OFF-AR-10000422,Office Supplies,Art,12.264,7,0.2,1.0731
2017-12-23,2017-12-27,Standard Class,DK-12985,Consumer,Hendersonville,Tennessee,South,OFF-ST-10004123,Office Supplies,Storage,218.352,3,0.2,-54.588
2015-10-05,2015-10-09,Standard Class,JF-15490,Consumer,Portland,Oregon,West,FUR-BO-10003660,Furniture,Bookcases,66.294,1,0.7,-103.8606
2015-10-05,2015-10-09,Standard Class,JF-15490,Consumer,Portland,Oregon,West,FUR-CH-10000422,Furniture,Chairs,291.168,4,0.2,-14.5584
